dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed
2018-01-19 09:56:0.309768;0.13;13.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-19 09:56:0.434594;0.32;32.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:0.534598;0.42;42.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:0.634597;0.58;58.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:0.734605;0.1;10.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;645.0
2018-01-19 09:56:0.834614;0.51;51.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:0.93463;0.99;99.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:1.038076;0.37;37.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:1.138077;0.36;36.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:1.238087;0.61;61.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:1.338084;0.28;28.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:1.438094;0.11;11.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:1.5381;0.35;35.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:1.638106;0.21;21.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;645.0
2018-01-19 09:56:1.738108;0.39;39.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:1.838123;0.2;20.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:1.938116;0.21;21.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:2.038126;0.34;34.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:2.138119;0.17;17.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;645.0
2018-01-19 09:56:2.238135;0.17;17.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;645.0
2018-01-19 09:56:2.338138;0.25;25.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-19 09:56:2.438148;0.09;9.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-19 09:56:2.538149;0.19;19.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-19 09:56:2.638162;0.16;16.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:2.738153;0.19;19.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:2.838163;0.12;12.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:2.938166;0.05;5.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;645.0
2018-01-19 09:56:3.038175;0.21;21.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;645.0
2018-01-19 09:56:3.138168;0.06;6.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:3.238179;0.06;6.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:3.338179;0.22;22.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-19 09:56:3.438182;0.09;9.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-19 09:56:3.538191;0.23;23.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-19 09:56:3.638184;0.07;7.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;645.0
2018-01-19 09:56:3.738201;0.16;16.0;129.0;129.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;644.0
