dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed
2018-01-19 05:56:8.707928;4.96;240.0;124.0;124.0;23.0;20.0;20.0;12.0;12.0;12.0;32790.0;22.0;32790.0;1419.0
2018-01-19 05:56:8.807937;4.47;191.0;124.0;124.0;23.0;20.0;20.0;12.0;12.0;12.0;32790.0;22.0;32790.0;1428.0
2018-01-19 05:56:8.907936;4.54;198.0;124.0;124.0;24.0;20.0;20.0;12.0;12.0;12.0;32790.0;22.0;32790.0;1437.0
2018-01-19 05:56:9.007945;4.7;214.0;124.0;124.0;23.0;20.0;20.0;12.0;12.0;12.0;32790.0;22.0;32790.0;1446.0
2018-01-19 05:56:9.107951;4.49;193.0;124.0;124.0;23.0;20.0;20.0;13.0;13.0;13.0;32790.0;22.0;32790.0;1455.0
2018-01-19 05:56:9.207948;4.54;198.0;124.0;124.0;21.0;20.0;20.0;12.0;12.0;12.0;32790.0;22.0;32790.0;1461.0
2018-01-19 05:56:9.307942;4.5600000000000005;200.0;124.0;124.0;16.0;20.0;20.0;13.0;13.0;13.0;32791.0;23.0;32791.0;1461.0
2018-01-19 05:56:9.407964;4.54;198.0;124.0;124.0;13.0;20.0;20.0;12.0;12.0;12.0;32791.0;23.0;32791.0;1452.0
2018-01-19 05:56:9.510242;4.8100000000000005;225.0;124.0;124.0;12.0;20.0;20.0;11.0;11.0;11.0;32790.0;22.0;32790.0;1423.0
2018-01-19 05:56:9.610237;4.62;206.0;124.0;124.0;13.0;20.0;20.0;11.0;11.0;11.0;32790.0;22.0;32790.0;1391.0
2018-01-19 05:56:9.710254;4.55;199.0;124.0;124.0;11.0;20.0;20.0;11.0;11.0;11.0;32790.0;22.0;32790.0;1360.0
2018-01-19 05:56:9.810263;4.79;223.0;124.0;124.0;10.0;20.0;20.0;10.0;10.0;10.0;32789.0;21.0;32789.0;1340.0
