dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed
2018-01-22 03:15:0.309768;31.470000000000002;75.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32917.0;149.0;32917.0;847.0
2018-01-22 03:15:0.410186;30.98;26.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32916.0;148.0;32916.0;844.0
2018-01-22 03:15:0.510183;30.740000000000002;2.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32915.0;147.0;32915.0;831.0
2018-01-22 03:15:0.610232;30.63;247.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32912.0;144.0;32912.0;820.0
2018-01-22 03:15:0.713106;30.29;213.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32911.0;143.0;32911.0;814.0
2018-01-22 03:15:0.813104;30.02;186.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32909.0;141.0;32909.0;800.0
2018-01-22 03:15:0.913162;29.44;128.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32905.0;137.0;32905.0;785.0
2018-01-22 03:15:1.013612;28.89;73.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32903.0;135.0;32903.0;773.0
2018-01-22 03:15:1.113616;28.7;54.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32901.0;133.0;32901.0;761.0
2018-01-22 03:15:1.213671;28.48;32.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32899.0;131.0;32899.0;754.0
2018-01-22 03:15:1.314119;27.900000000000002;230.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32897.0;129.0;32897.0;748.0
2018-01-22 03:15:1.415097;27.3;170.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32896.0;128.0;32896.0;740.0
2018-01-22 03:15:1.515137;27.03;143.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32894.0;126.0;32894.0;694.0
2018-01-22 03:15:1.615601;26.42;82.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32892.0;124.0;32892.0;708.0
2018-01-22 03:15:1.715601;26.26;66.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32890.0;122.0;32890.0;710.0
2018-01-22 03:15:1.815649;25.22;218.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32890.0;122.0;32890.0;682.0
2018-01-22 03:15:1.948271;24.38;134.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32888.0;120.0;32888.0;695.0
2018-01-22 03:15:2.048321;24.830000000000002;179.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32889.0;121.0;32889.0;689.0
2018-01-22 03:15:2.148756;25.17;213.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32887.0;119.0;32887.0;687.0
2018-01-22 03:15:2.248764;23.86;82.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32888.0;120.0;32888.0;685.0
2018-01-22 03:15:2.3488;23.63;59.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32887.0;119.0;32887.0;682.0
2018-01-22 03:15:2.460208;24.150000000000002;111.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32886.0;118.0;32886.0;670.0
2018-01-22 03:15:2.560243;23.68;64.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32884.0;116.0;32884.0;660.0
2018-01-22 03:15:2.663144;23.94;90.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32882.0;114.0;32882.0;644.0
2018-01-22 03:15:2.763142;24.400000000000002;136.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32879.0;111.0;32879.0;624.0
2018-01-22 03:15:2.863187;24.86;182.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32877.0;109.0;32877.0;592.0
2018-01-22 03:15:2.963646;25.310000000000002;227.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32877.0;109.0;32877.0;577.0
2018-01-22 03:15:3.063655;24.990000000000002;195.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32877.0;109.0;32877.0;585.0
2018-01-22 03:15:3.464159;22.67;219.0;135.0;135.0;0.0;20.0;20.0;0.0;0.0;0.0;32876.0;108.0;32876.0;784.0
2018-01-22 03:15:3.56512;22.0;152.0;135.0;135.0;14.0;20.0;20.0;0.0;0.0;0.0;32875.0;107.0;32875.0;835.0
2018-01-22 03:15:3.665121;21.68;120.0;135.0;135.0;38.0;20.0;20.0;0.0;0.0;0.0;32876.0;108.0;32876.0;887.0
