dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed
2018-01-19 07:20:0.309768;64.34;34.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33081.0;57.0;33081.0;1077.0
2018-01-19 07:20:0.438147;64.47;47.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33080.0;56.0;33080.0;1092.0
2018-01-19 07:20:0.541042;64.5;50.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33082.0;58.0;33082.0;1090.0
2018-01-19 07:20:0.641037;64.19;19.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33081.0;57.0;33081.0;1090.0
2018-01-19 07:20:0.741077;64.11;11.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33080.0;56.0;33080.0;1091.0
2018-01-19 07:20:0.841552;64.26;26.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33080.0;56.0;33080.0;1091.0
2018-01-19 07:20:0.941547;64.32000000000001;32.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33080.0;56.0;33080.0;1091.0
2018-01-19 07:20:1.041589;64.05;5.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33080.0;56.0;33080.0;1088.0
2018-01-19 07:20:1.142035;63.660000000000004;222.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33079.0;55.0;33079.0;1085.0
2018-01-19 07:20:1.242026;63.85;241.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33078.0;54.0;33078.0;1086.0
2018-01-19 07:20:1.342087;63.81;237.0;137.0;137.0;14.0;20.0;20.0;0.0;0.0;0.0;33078.0;54.0;33078.0;1082.0
2018-01-19 07:20:1.44304;63.32;188.0;137.0;137.0;20.0;20.0;20.0;0.0;0.0;0.0;33077.0;53.0;33077.0;1092.0
2018-01-19 07:20:1.54352;63.28;184.0;137.0;137.0;22.0;20.0;20.0;0.0;0.0;0.0;33077.0;53.0;33077.0;1112.0
2018-01-19 07:20:1.643541;63.59;215.0;137.0;137.0;38.0;20.0;20.0;0.0;0.0;0.0;33078.0;54.0;33078.0;1084.0
2018-01-19 07:20:1.743545;63.46;202.0;137.0;137.0;38.0;20.0;20.0;0.0;0.0;0.0;33078.0;54.0;33078.0;1097.0
2018-01-19 07:20:1.846206;63.15;171.0;137.0;137.0;39.0;20.0;20.0;0.0;0.0;0.0;33080.0;56.0;33080.0;1089.0
2018-01-19 07:20:2.088164;63.34;190.0;137.0;137.0;56.0;20.0;20.0;0.0;0.0;0.0;33080.0;56.0;33080.0;1089.0
2018-01-19 07:20:2.191058;63.28;184.0;137.0;137.0;59.0;20.0;20.0;0.0;0.0;0.0;33080.0;56.0;33080.0;1100.0
2018-01-19 07:20:2.291062;63.39;195.0;137.0;137.0;52.0;20.0;20.0;0.0;0.0;0.0;33082.0;58.0;33082.0;1096.0
2018-01-19 07:20:2.391101;63.52;208.0;137.0;137.0;53.0;20.0;20.0;0.0;0.0;0.0;33082.0;58.0;33082.0;1101.0
2018-01-19 07:20:2.692078;63.71;227.0;137.0;137.0;53.0;20.0;20.0;0.0;0.0;0.0;33083.0;59.0;33083.0;1105.0
2018-01-19 07:20:2.79305;63.38;194.0;137.0;137.0;53.0;20.0;20.0;0.0;0.0;0.0;33084.0;60.0;33084.0;1104.0
2018-01-19 07:20:2.89352;63.95;251.0;137.0;137.0;53.0;20.0;20.0;0.0;0.0;0.0;33084.0;60.0;33084.0;1110.0
2018-01-19 07:20:2.99356;63.940000000000005;250.0;137.0;137.0;52.0;20.0;20.0;0.0;0.0;0.0;33085.0;61.0;33085.0;1111.0
2018-01-19 07:20:3.138191;63.76;232.0;137.0;137.0;50.0;20.0;20.0;0.0;0.0;0.0;33085.0;61.0;33085.0;1111.0
2018-01-19 07:20:3.241085;64.28;28.0;137.0;137.0;50.0;20.0;20.0;0.0;0.0;0.0;33086.0;62.0;33086.0;1108.0
2018-01-19 07:20:3.341076;64.37;37.0;137.0;137.0;50.0;20.0;20.0;0.0;0.0;0.0;33086.0;62.0;33086.0;1113.0
2018-01-19 07:20:3.441124;64.28;28.0;137.0;137.0;51.0;20.0;20.0;0.0;0.0;0.0;33087.0;63.0;33087.0;1122.0
2018-01-19 07:20:3.541598;64.49;49.0;137.0;137.0;51.0;20.0;20.0;0.0;0.0;0.0;33087.0;63.0;33087.0;1122.0
2018-01-19 07:20:3.641601;64.22;22.0;137.0;137.0;50.0;20.0;20.0;0.0;0.0;0.0;33088.0;64.0;33088.0;1112.0
