dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed
2018-01-19 10:19:0.309768;79.37;1.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33159.0;135.0;33159.0;1364.0
2018-01-19 10:19:0.421181;79.32000000000001;252.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33159.0;135.0;33159.0;1359.0
2018-01-19 10:19:0.521227;79.43;7.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33158.0;134.0;33158.0;1357.0
2018-01-19 10:19:0.623617;79.32000000000001;252.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33158.0;134.0;33158.0;1358.0
2018-01-19 10:19:0.723618;79.26;246.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33158.0;134.0;33158.0;1357.0
2018-01-19 10:19:0.823661;79.31;251.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33157.0;133.0;33157.0;1352.0
2018-01-19 10:19:0.92411;78.81;201.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1353.0
2018-01-19 10:19:1.024123;78.72;192.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1354.0
2018-01-19 10:19:1.124161;78.72;192.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1352.0
2018-01-19 10:19:1.224604;78.43;163.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1353.0
2018-01-19 10:19:1.324597;78.63;183.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1352.0
2018-01-19 10:19:1.424651;78.78;198.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1347.0
2018-01-19 10:19:1.52561;78.52;172.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1347.0
2018-01-19 10:19:1.625605;78.52;172.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1347.0
2018-01-19 10:19:1.72565;78.52;172.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1344.0
2018-01-19 10:19:1.826095;78.33;153.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1344.0
2018-01-19 10:19:1.926093;78.31;151.0;137.0;137.0;0.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1344.0
2018-01-19 10:19:2.026141;77.98;118.0;137.0;137.0;23.0;20.0;20.0;0.0;0.0;0.0;33153.0;129.0;33153.0;1339.0
2018-01-19 10:19:2.1688;77.93;113.0;137.0;137.0;34.0;20.0;20.0;0.0;0.0;0.0;33152.0;128.0;33152.0;1362.0
2018-01-19 10:19:2.268796;77.56;76.0;137.0;137.0;50.0;20.0;20.0;0.0;0.0;0.0;33153.0;129.0;33153.0;1356.0
2018-01-19 10:19:2.369647;77.67;87.0;137.0;137.0;54.0;20.0;20.0;0.0;0.0;0.0;33152.0;128.0;33152.0;1345.0
2018-01-19 10:19:2.469655;77.63;83.0;137.0;137.0;54.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1340.0
2018-01-19 10:19:2.569659;77.74;94.0;137.0;137.0;57.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1356.0
2018-01-19 10:19:2.669667;77.64;84.0;137.0;137.0;58.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1343.0
2018-01-19 10:19:2.76967;77.78;98.0;137.0;137.0;58.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1345.0
2018-01-19 10:19:2.869674;77.99;119.0;137.0;137.0;58.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1347.0
2018-01-19 10:19:2.971136;77.46000000000001;66.0;137.0;137.0;58.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1346.0
2018-01-19 10:19:3.071139;77.95;115.0;137.0;137.0;59.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1347.0
2018-01-19 10:19:3.271252;78.21000000000001;141.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1348.0
2018-01-19 10:19:3.371292;78.03;123.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1348.0
2018-01-19 10:19:3.473691;78.22;142.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1347.0
2018-01-19 10:19:3.573706;77.93;113.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1352.0
2018-01-19 10:19:3.673747;78.28;148.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1352.0
2018-01-19 10:19:3.774205;77.97;117.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1348.0
2018-01-19 10:19:3.874199;78.10000000000001;130.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1353.0
2018-01-19 10:19:3.974233;78.39;159.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33154.0;130.0;33154.0;1350.0
2018-01-19 10:19:4.074679;78.34;154.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1350.0
2018-01-19 10:19:4.174692;78.14;134.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1356.0
2018-01-19 10:19:4.274734;78.27;147.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1355.0
2018-01-19 10:19:4.375683;78.28;148.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1351.0
2018-01-19 10:19:4.475675;78.09;129.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1351.0
2018-01-19 10:19:4.575725;78.74;194.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1355.0
2018-01-19 10:19:4.676169;77.82000000000001;102.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1351.0
2018-01-19 10:19:4.776178;78.13;133.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1354.0
2018-01-19 10:19:4.876216;78.68;188.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1353.0
2018-01-19 10:19:4.976668;78.24;144.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1352.0
2018-01-19 10:19:5.076675;78.26;146.0;137.0;137.0;62.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1354.0
2018-01-19 10:19:5.176739;78.52;172.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1355.0
2018-01-19 10:19:5.321311;78.32000000000001;152.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1348.0
2018-01-19 10:19:5.423705;78.31;151.0;137.0;137.0;61.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1352.0
2018-01-19 10:19:5.5237;78.21000000000001;141.0;137.0;137.0;60.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1351.0
2018-01-19 10:19:5.623764;78.67;187.0;137.0;137.0;58.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1350.0
2018-01-19 10:19:5.724211;78.14;134.0;137.0;137.0;56.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1352.0
2018-01-19 10:19:5.824204;78.02;122.0;137.0;137.0;55.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1350.0
2018-01-19 10:19:5.924239;78.67;187.0;137.0;137.0;52.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1347.0
2018-01-19 10:19:6.024232;78.57000000000001;177.0;137.0;137.0;52.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1352.0
2018-01-19 10:19:6.124238;78.32000000000001;152.0;137.0;137.0;52.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1345.0
2018-01-19 10:19:6.524757;78.38;158.0;137.0;137.0;52.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1351.0
2018-01-19 10:19:6.62569;78.35000000000001;155.0;137.0;137.0;53.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1355.0
2018-01-19 10:19:6.725711;78.14;134.0;137.0;137.0;53.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1348.0
2018-01-19 10:19:6.825752;78.04;124.0;137.0;137.0;53.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1348.0
2018-01-19 10:19:6.926205;78.51;171.0;137.0;137.0;59.0;20.0;20.0;0.0;0.0;0.0;33155.0;131.0;33155.0;1354.0
2018-01-19 10:19:7.026219;78.32000000000001;152.0;137.0;137.0;65.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1351.0
2018-01-19 10:19:7.126238;77.92;112.0;137.0;137.0;66.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1354.0
2018-01-19 10:19:7.269206;78.32000000000001;152.0;137.0;137.0;67.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1355.0
2018-01-19 10:19:7.369221;78.13;133.0;137.0;137.0;66.0;20.0;20.0;0.0;0.0;0.0;33157.0;133.0;33157.0;1348.0
2018-01-19 10:19:7.469218;78.34;154.0;137.0;137.0;67.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1352.0
2018-01-19 10:19:7.569217;78.23;143.0;137.0;137.0;69.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1354.0
2018-01-19 10:19:7.669232;77.92;112.0;137.0;137.0;69.0;20.0;20.0;0.0;0.0;0.0;33156.0;132.0;33156.0;1347.0
