dateHour;gpsSpeed;gpsSatCount;Gear;Brake_pedal;Accel_pedal;Machine_Speed_Mesured;AST_Direction;Ast_HPMB1_Pressure_bar;Ast_HPMA_Pressure_bar;Pressure_HighPressureReturn;Pressure_HighPressure;Oil_Temperature;Ast_FrontAxleSpeed_Rpm;Pump_Speed
2018-01-22 10:13:0.945582;0.05;5.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-22 10:13:1.046073;0.07;7.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-22 10:13:1.146127;0.16;16.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-22 10:13:1.246562;0.07;7.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;645.0
2018-01-22 10:13:1.346558;0.14;14.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-22 10:13:1.446612;0.07;7.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-22 10:13:1.547554;0.06;6.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-22 10:13:1.647569;0.24;24.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;649.0
2018-01-22 10:13:1.74761;0.06;6.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-22 10:13:1.84806;0.11;11.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-22 10:13:1.948062;0.14;14.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-22 10:13:2.048114;0.33;33.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-22 10:13:2.16174;0.25;25.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-22 10:13:2.261756;0.09;9.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
2018-01-22 10:13:2.361791;0.23;23.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;648.0
2018-01-22 10:13:2.461815;0.15;15.0;127.0;127.0;0.0;20.0;20.0;0.0;0.0;0.0;32767.0;255.0;32767.0;646.0
